PubmedID,Title,Publication Date,Authors,Company
36968876,Clinical Characteristics and Outcomes of Laboratory-Confirmed SARS-CoV-2 Cases Infected With Omicron Subvariants and the XBB Recombinant Variant.,2023 Feb,"Karyakarte RP, Das R, Dudhate S, Agarasen J, Pillai P, Chandankhede PM, Labhshetwar RS, Gadiyal Y, Rajmane MV, Kulkarni PP, Nizarudeen S, Joshi S, Potdar V, Karmodiya K",Cureus
36968154,The Impact of the First and Second Waves of COVID-19 Pandemic in Nigeria.,2023 Mar,"Joshua BW, Fuwape I, Rabiu B, Pires EES, Sa'id RS, Ogunro TT, Awe OF, Osunmakinwa OO, Ogunjo S",Geohealth
36965764,The Tokyo 2020 Olympic and Paralympic pharmacy services during the COVID-19 pandemic.,2023 Jul-Aug,"Kasashi K, Sato A, Stuart M, Hollywood Ú, Kawaguchi-Suzuki M, Yagishita K, Akama T",J Am Pharm Assoc (2003)
36962464,"SARS-CoV-2 seroprevalence and risk factors among meat packing, produce processing, and farm workers.",2022,"Klein MD, Sciaudone M, Richardson D, Lacayo R, McClean CM, Kharabora O, Murray K, Zivanovich MM, Strohminger S, Gurnett R, Markmann AJ, Bhowmik DR, Salgado EM, Castro-Arroyo E, Aiello AE, Boyce RM, Juliano JJ, Bowman NM",PLOS Glob Public Health
36961850,Potent NKT cell ligands overcome SARS-CoV-2 immune evasion to mitigate viral pathogenesis in mouse models.,2023 Mar,"Lu H, Liu Z, Deng X, Chen S, Zhou R, Zhao R, Parandaman R, Thind A, Henley J, Tian L, Yu J, Comai L, Feng P, Yuan W",PLoS Pathog
36959507,SARS-CoV-2 restructures host chromatin architecture.,2023 Apr,"Wang R, Lee JH, Kim J, Xiong F, Hasani LA, Shi Y, Simpson EN, Zhu X, Chen YT, Shivshankar P, Krakowiak J, Wang Y, Gilbert DM, Yuan X, Eltzschig HK, Li W",Nat Microbiol
36948314,Stabilization of SARS-CoV-2 RNA in wastewater via rapid RNA extraction.,2023 Jun 20,"Torabi S, Amirsoleimani A, Dehghan Banadaki M, Strike WD, Rockward A, Noble A, Liversedge M, Keck JW, Berry SM",Sci Total Environ
36945677,Improvements in metagenomic virus detection by simple pretreatment methods.,2022 Nov,"Fomsgaard AS, Rasmussen M, Spiess K, Fomsgaard A, Belsham GJ, Fonager J",J Clin Virol Plus
36944090,Baseline Inappropriate Antibiotic Use in Primary Care Patients with Viral Respiratory Tract Infections with 2019 and 2020.,2023 Jan 1,"Morkem R, Wong S, Patey A, Durance A, Levinson W, Barber D",Ann Fam Med
36935961,Dining comfort in elderly care facility dining rooms and influencing factors before and after the outbreak of the COVID-19 pandemic.,2023,"Mu J, Kang J",Front Psychol
36933407,Gastric outlet obstruction caused by heterotopic pancreas in a patient with alcohol use disorder.,2023 Apr,"Mirzaie S, Hu TX, Yang L, Lawson KL, Girgis MD",Int J Surg Case Rep
36913996,Effect of extreme temperatures on asthma hospital visits: Modification by event characteristics and healthy behaviors.,2023 Jun 1,"Deng S, Han A, Jin S, Wang S, Zheng J, Jalaludin BB, Hajat S, Liang W, Huang C",Environ Res
36913376,Crisis communication in the WHO COVID-19 press conferences: A retrospective analysis.,2023,"He S, Li D, Liu CH, Xiong Y, Liu D, Feng J, Wen J",PLoS One
36911878,Application of the PHENotype SIMulator for rapid identification of potential candidates in effective COVID-19 drug repurposing.,2023 Mar,"Maria NI, Rapicavoli RV, Alaimo S, Bischof E, Stasuzzo A, Broek JAC, Pulvirenti A, Mishra B, Duits AJ, Ferro A, RxCOVEA Framework",Heliyon
36907951,Diagnostic Accuracy of a Rapid SARS-CoV-2 Antigen Test Among People Experiencing Homelessness: A Prospective Cohort and Implementation Study.,2023 Apr,"De Nardo P, Tebon M, Savoldi A, Soriolo N, Danese E, Peserico D, Morra M, Gentilotti E, Caliskan G, Marchetti P, Cecchetto R, Mazzariol A, Verlato G, Gibellini D, Tacconelli E",Infect Dis Ther
36903364,Potential Anti-SARS-CoV-2 Molecular Strategies.,2023 Feb 24,"Vicidomini C, Roviello GN",Molecules
36891591,Application of Stress and Anxiety to Viral Epidemics-6 to Measure the Anxiety Response of Cold Chain Practitioners During the COVID-19 Post-Pandemic Era in China.,2023 Feb,"Runlian H, Xinjie D, Ahmed O, Cho E, Chung S",Psychiatry Investig
36890630,Pre-existing immunity to SARS-CoV-2 associates with strong T cell responses induced by inactivated COVID-19 vaccines.,2023 Mar,"Yi X, Wang Y, Li Q, Li X, Zhang P, Fu X, Gu S, Zhang D, Liu X, Lou H, Wu Y, Tang L, Hou J, Li Y",J Med Virol
36890342,High-Intensity Ultraviolet-C Irradiation Efficiently Inactivates SARS-CoV-2 Under Typical Cold Chain Temperature.,2023 Jun,"Li P, Ke X, Leng D, Lin X, Yang W, Zhang H, Tian C, Xu H, Chen Q",Food Environ Virol
36871535,Thymosin alpha 1 - Reimagine its broader applications in the immuno-oncology era.,2023 Apr,Mao L,Int Immunopharmacol
36861195,On-Site Assessment of a Cryogenic Disinfectant for the Alpine Environment and Outer Packaging of Frozen Items.,2023 Feb 20,"Shen J, Yang B, Xiao JQ, Li LY, Sun HH, Duan HY, Zhang W, Liang C, Chen L, Li L, Chen YY, Lyu Y, Tang S, Wang J, Zhang LB, Wang L",Biomed Environ Sci
36860825,Electrolyte Imbalance Among Bangladeshi Patients With COVID-19.,2023 Feb,"Sharmin Moutushi S, Akter T, Haq MA, Ahmad R, Sinha S, Adnan N, Haque M",Cureus
36856094,Incidental osteonecrosis in the distal left femur in a case of beta-thalassemia with COVID-19: Role of [99mTc]Tc-MDP whole-body bone scan.,2023,"Hedayati R, Soltanabadi M",Nucl Med Rev Cent East Eur
36853637,"Community Health Workers as Vaccinators: A Rapid Review of the Global Landscape, 2000-2021.",2023 Feb 28,"Gibson E, Zameer M, Alban R, Kouwanou LM",Glob Health Sci Pract
36852416,Association of Meteorological Factors With COVID-19 During Harmattan in Nigeria.,2023,"Ogaugwu C, Mmaduakor C, Adewale O",Environ Health Insights
36851685,"Single-Center Experience in Detecting Influenza Virus, RSV and SARS-CoV-2 at the Emergency Department.",2023 Feb 8,"Nairz M, Todorovic T, Gehrer CM, Grubwieser P, Burkert F, Zimmermann M, Trattnig K, Klotz W, Theurl I, Bellmann-Weiler R, Weiss G",Viruses
36851228,Rapidly Establishing an Ultra-Cold Supply Chain of Vaccines in Israel: Evidence for the Efficacy of Inoculation to Mitigate the COVID-19 Pandemic.,2023 Feb 3,"Naor M, Pinto GD, Davidov P, Abdrbo L",Vaccines (Basel)
36842249,"""It kinda has like a mind"": Children's and parents' beliefs concerning viral disease transmission for COVID-19 and the common cold.",2023 Jun,"Labotka D, Gelman SA",Cognition
36842247,High seroprevalence of SARS-CoV-2 antibodies in household cats and dogs of Lebanon.,2023 Apr,"Khalife S, Abdallah M",Res Vet Sci
36840406,"Epidemiological features, genomic characteristics, and origin tracing of the COVID-19 outbreaks in Beijing from January to September 2022.",2023 Mar,"Feng Z, Huo D, Cui S, Lyu B, Liang Z, Li F, Yang P, Wang Q, Zhang D, Pan Y, Duan W",J Med Virol
36839773,Aspects of Nanotechnology for COVID-19 Vaccine Development and Its Delivery Applications.,2023 Jan 30,"Prabhakar PK, Khurana N, Vyas M, Sharma V, Batiha GE, Kaur H, Singh J, Kumar D, Sharma N, Kaushik A, Kumar R",Pharmaceutics
36838410,Evaluating the Virology and Evolution of Seasonal Human Coronaviruses Associated with the Common Cold in the COVID-19 Era.,2023 Feb 10,"Harrison CM, Doster JM, Landwehr EH, Kumar NP, White EJ, Beachboard DC, Stobart CC",Microorganisms
36838362,Pleiotropic Functions of Nitric Oxide Produced by Ascorbate for the Prevention and Mitigation of COVID-19: A Revaluation of Pauling's Vitamin C Therapy.,2023 Feb 3,"Yamasaki H, Imai H, Tanaka A, Otaki JM",Microorganisms
36835948,"Vascular Function, Systemic Inflammation, and Coagulation Activation 18 Months after COVID-19 Infection: An Observational Cohort Study.",2023 Feb 10,"Willems LH, Jacobs LMC, Groh LA, Ten Cate H, Spronk HMH, Wilson-Storey B, Hannink G, van Kuijk SMJ, Ghossein-Doha C, Nagy M, Thijssen DHJ, van Petersen AS, Warlé MC",J Clin Med
36834112,The Moderating Role of Family Resilience on the Relationship between COVID-19-Related Psychological Distress and Mental Health among Caregivers of Individuals with Eating Disorders in Post-Pandemic China.,2023 Feb 15,"Wei Y, Li Z, Guo L, Zhang L, Lian C, Yuan C, Chen J",Int J Environ Res Public Health
36825700,"Sleep, Dietary Melatonin Supplementation, and COVID-19.",2024,"Gasmi A, Semenova Y, Noor S, Benahmed AG, Bjørklund G",Curr Med Chem
36820130,Internet of Everything and Digital Twin enabled Service Platform for Cold Chain Logistics.,2023 Jun,"Wu W, Shen L, Zhao Z, Harish AR, Zhong RY, Huang GQ",J Ind Inf Integr
36818743,Effect of COVID-19 Pandemic Response and Parental Adverse Childhood Experiences on Child Health and Well-Being.,2023 Feb 13,"Arowolo T, Animasahun A, Baptiste-Roberts K, Bronner Y",J Child Adolesc Trauma
36817813,"The Relationship between the Severity of the COVID-19 Disease, Temperament and Psychological Factors.",2022 Oct,"Afzali A, Sahraei H, Hatef B, Meftahi GH, Shayad S, Pirzad Jahromi G",Iran J Psychiatry
36817683,"Cold chain-affiliated associated SARS-CoV-2 omicron BA.2 infections, Qingdao, Shandong, China, 2022.",2023,"Zhang F, Sun R, Qu C, Ma X, Zhang C",Arch Med Sci
36816510,Anti-inflammatory or anti-SARS-CoV-2 ingredients in Huashi Baidu Decoction and their corresponding targets: Target screening and molecular docking study.,2023 May,"Wang Z, Gao H",Arab J Chem
36816430,"Inferred vehicular emissions at a near-road site: Impacts of COVID-19 restrictions, traffic patterns, and ambient air temperature.",2023 Apr 15,"Hall-Quinlan DL, He H, Ren X, Canty TP, Salawitch RJ, Stratton P, Dickerson RR",Atmos Environ (1994)
36805512,Clinical characteristics of acute rhinosinusitis in COVID-19 a post hoc analysis of a longitudinal study.,2022 Nov 24,"Steć Z, Burska Z, Brożek-Mądry E, Straburzyński M, Waliszewska-Prosół M, Krzeski A",Otolaryngol Pol
36798912,Chronic Kidney Disease and COVID-19 Infection: A Case-Control Study.,2022,"Moeinzadeh F, Mortazavi M, Shahidi S, Mansourian M, Yazdani A, Zamani Z, Seirafian S",Adv Biomed Res
36793782,The Role of Some Vitamins in Respiratory-related Viral Infections: A Narrative Review.,2023 Jan,"Park JH, Lee Y, Choi M, Park E",Clin Nutr Res
36789122,Clinical characteristics and courses of 200 patients hospitalized for COVID-19 during the second and third waves at Fujita Health University Okazaki Medical Center in Japan.,2023 Feb,"Hayashi M, Morikawa S, Goto Y, Yoshida T, Kimura Y, Kawabe T, Tsuzuki S, Imaizumi K",Fujita Med J
36788841,"Assessment of Self-Care Methods for Acute Dental Pain Among Adults During COVID-19 Dissemination and the Implementation of Teledentistry in Makkah, Saudi Arabia: A Cross-Sectional Study.",2023 Jan,"Jarwan RK, Alhindi AK, Iskandar RM, Bashihab SO, Nassar AA, Sembawa SN",Cureus
36788606,Immune profiling of SARS-CoV-2 epitopes in asymptomatic and symptomatic pediatric and adult patients.,2023 Feb 14,"Tornesello AL, Botti C, Micillo A, Labonia F, Arpino S, Isgrò MA, Meola S, Russo L, Cavalcanti E, Sale S, Nicastro C, Atripaldi L, Starita N, Cerasuolo A, Reimer U, Holenya P, Buonaguro L, Buonaguro FM, Tornesello ML",J Transl Med
